brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,horsepower,displacement,cylinders,turbo,transmission_type,gears,sales_price_log
Bentley,Continental GT Base,2007,72166,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,35995,552.0,6.0,12.0,False,Automatic,,4.55624217790006
Lexus,RX 350 F Sport,2018,26100,Gasoline,Gray,Red,None reported,Yes,37899,295.0,3.5,6.0,False,Automatic,8.0,4.57862775085959
BMW,430 i,2017,58880,Gasoline,White,Brown,None reported,Yes,21000,248.0,2.0,4.0,False,Automatic,8.0,4.3222192947339195
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,Black,Black,None reported,Yes,104000,420.0,6.2,8.0,False,Automatic,10.0,5.017033339298781
Honda,Civic EX,2008,190640,Gasoline,Silver,Silver,At least 1 accident or damage reported,Yes,5500,140.0,1.8,4.0,False,Manual,5.0,3.7403626894942437
Porsche,Cayenne AWD,2020,37500,Gasoline,White,Black,None reported,Yes,59900,335.0,3.0,6.0,False,Automatic,8.0,4.7774268223893115
Ford,Mustang Mach-E GT,2022,13856,,White,Black,None reported,Yes,54000,480.0,,,False,Automatic,1.0,4.732393759822968
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,Blue,Black,None reported,Yes,13600,202.0,2.5,4.0,False,Automatic,6.0,4.133538908370218
Lexus,LS 460 Base,2014,123256,Gasoline,White,Beige,None reported,Yes,24995,386.0,4.6,8.0,False,Automatic,8.0,4.397853141088609
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,White,Brown,None reported,Yes,88900,420.0,6.2,8.0,False,Automatic,10.0,4.948901760970213
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289,Gasoline,White,Gray,None reported,Yes,20490,241.0,2.0,4.0,False,Automatic,7.0,4.311541958401195
Hyundai,Veloster Base,2013,56837,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,10500,132.0,1.6,4.0,False,,,4.021189299069938
Chevrolet,Corvette Base,2002,44168,Gasoline,Orange,Black,None reported,Yes,30000,350.0,5.7,8.0,False,Automatic,4.0,4.477121254719663
Mercedes-Benz,C-Class C 300 4MATIC,2019,59766,Gasoline,Lunar Blue Metallic,Macchiato,None reported,,26900,,2.0,4.0,True,Automatic,9.0,4.429752280002408
Kia,Stinger GT,2018,56300,Gasoline,Silver,Black,None reported,Yes,29950,365.0,3.3,6.0,False,Automatic,,4.47639682672533
Volvo,S60 R,2004,167000,Gasoline,Black,Beige,None reported,Yes,8000,300.0,2.5,5.0,False,Manual,6.0,3.9030899869919438
Chevrolet,Silverado 2500 LT,2015,122770,E85 Flex Fuel,Brown,Black,None reported,Yes,27499,360.0,6.0,8.0,False,Automatic,,4.439316901016504
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,Black,Black,None reported,Yes,54995,380.0,3.0,6.0,False,Automatic,,4.740323206382993
GMC,Sierra 1500 SLE,2015,102000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,24500,355.0,5.3,8.0,False,Automatic,6.0,4.389166084364533
Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,44800,,5.3,8.0,False,Automatic,,4.6512780139981444
Porsche,911 Turbo S,2019,22000,Gasoline,White,Beige,None reported,Yes,174900,580.0,3.8,6.0,False,Automatic,7.0,5.242789809478676
Chevrolet,Suburban Z71,2022,19200,Gasoline,White,Black,None reported,Yes,69790,420.0,6.2,8.0,False,Automatic,10.0,4.843793198325913
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,Black,Black,None reported,Yes,128000,416.0,4.0,8.0,False,Automatic,,5.107209969647869
Porsche,911 Carrera,2023,19800,Gasoline,Silver,Black,None reported,Yes,134900,379.0,3.0,6.0,False,Automatic,8.0,5.130011949671904
Land,Rover Range Rover Sport HSE,2011,105000,Gasoline,Black,Black,None reported,Yes,10000,375.0,5.0,8.0,False,Automatic,,4.0
Ford,F-250 Lariat,2016,122650,Diesel,Gray,Black,None reported,Yes,38900,440.0,6.7,8.0,False,Automatic,6.0,4.589949601325708
Subaru,BRZ Limited,2022,14000,Gasoline,White,Black,None reported,Yes,34999,228.0,2.4,4.0,False,Manual,6.0,4.54405563575924
Lexus,LS 460 Base,2008,100868,Gasoline,Black,Beige,None reported,Yes,15397,380.0,4.6,8.0,False,Automatic,8.0,4.187436109773708
Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,15000,375.0,5.0,8.0,False,Automatic,6.0,4.176091259055681
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,White,Black,At least 1 accident or damage reported,Yes,94995,420.0,6.2,8.0,False,Automatic,,4.977700747083
Nissan,Pathfinder S,2020,41250,Gasoline,White,–,None reported,Yes,21865,284.0,3.5,6.0,False,,,4.339749481680876
MINI,Cooper S Base,2006,99600,Gasoline,Orange,Black,None reported,Yes,5500,168.0,1.6,4.0,False,Automatic,6.0,3.7403626894942437
Acura,ILX 2.0L w/Premium Package,2013,198000,Gasoline,White,Black,At least 1 accident or damage reported,Yes,11000,150.0,2.0,4.0,False,,,4.041392685158225
Lexus,RX 350 Base,2021,20598,Gasoline,Atomic Silver,Gray,At least 1 accident or damage reported,,42599,,3.5,6.0,False,Automatic,8.0,4.629399404276913
Porsche,911 Carrera S,2013,52044,Gasoline,White,Gray,None reported,Yes,76500,400.0,3.8,6.0,False,Manual,7.0,4.883661435153618
MINI,Hardtop Cooper S,2022,23777,Gasoline,Gray,Black,None reported,Yes,30000,189.0,2.0,4.0,False,Manual,6.0,4.477121254719663
Ford,F-150 Platinum,2018,60660,Gasoline,Gold,Black,At least 1 accident or damage reported,Yes,46900,375.0,3.5,6.0,False,Automatic,,4.671172842715083
BMW,i3 Base,2015,26000,,White,Beige,None reported,Yes,14999,170.0,0.65,,False,Automatic,1.0,4.176062305125079
Mazda,CX-5 Touring,2018,61000,Gasoline,Gray,Black,None reported,Yes,21800,187.0,2.5,4.0,False,,,4.338456493604605
Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,Black,Red,None reported,Yes,32600,295.0,3.5,6.0,False,Automatic,,4.513217600067939
BMW,X5 M50i,2023,13735,Gasoline,Black Sapphire Metallic,Black,None reported,,77897,,4.4,8.0,True,Automatic,8.0,4.8915207322741825
Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,Obsidian Black Metallic,Beige,None reported,,33998,,2.0,,True,Automatic,,4.531453369556622
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,52500,325.0,3.6,6.0,False,Manual,6.0,4.720159303405957
Ford,F-350 Lariat,2015,162000,Diesel,Red,Beige,None reported,Yes,32000,440.0,6.7,8.0,False,,,4.505149978319906
BMW,X3 xDrive30i,2019,92040,Gasoline,Alpine White,Black,None reported,Yes,24999,,2.0,4.0,True,Automatic,8.0,4.397922636545316
RAM,1500 SLT,2017,73690,Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,27000,395.0,5.7,8.0,False,Automatic,8.0,4.431363764158987
Toyota,Tacoma Base,2009,48750,Gasoline,Brown,Silver,None reported,Yes,17900,159.0,2.7,4.0,False,Manual,,4.252853030979893
Cadillac,SRX Performance Collection,2011,124542,Gasoline,Gray,Beige,None reported,Yes,8450,265.0,3.0,6.0,False,Automatic,6.0,3.926856708949692
Ford,Mustang GT Premium,2010,69000,Gasoline,White,Black,None reported,Yes,20000,315.0,4.6,8.0,False,Automatic,5.0,4.301029995663981
Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,Black,Beige,None reported,Yes,19000,250.0,5.9,6.0,False,Automatic,4.0,4.278753600952829
BMW,650 i,2006,122141,Gasoline,Silver,Black,None reported,Yes,10500,360.0,4.8,8.0,False,Manual,6.0,4.021189299069938
Subaru,Impreza WRX,2012,106000,Gasoline,Black,Black,None reported,Yes,15000,265.0,2.5,4.0,False,Manual,,4.176091259055681
Ford,Edge Titanium,2017,113294,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,16500,245.0,2.0,4.0,False,Automatic,6.0,4.217483944213907
Kia,Telluride SX,2021,24423,Gasoline,Black,Black,None reported,,44315,,3.8,6.0,False,Automatic,8.0,4.646550753640342
Tesla,Model S Long Range,2022,28000,,Gray,White,None reported,Yes,68750,670.0,,,False,Automatic,1.0,4.8372727025023
RAM,1500 Rebel,2018,54800,Gasoline,White,Black,At least 1 accident or damage reported,Yes,37050,395.0,5.7,8.0,False,Automatic,,4.568788212315347
Ford,Explorer XLT,2017,161000,Gasoline,Gray,Black,None reported,Yes,17500,290.0,3.5,6.0,False,Automatic,6.0,4.243038048686294
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,Black,Black,None reported,Yes,61350,385.0,3.0,6.0,False,Automatic,9.0,4.787814567063023
Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,White,Beige,At least 1 accident or damage reported,Yes,20499,220.0,2.0,4.0,False,Automatic,,4.311732675442349
Nissan,Armada Platinum,2018,119950,Gasoline,Black,Black,None reported,Yes,20999,390.0,5.6,8.0,False,,,4.322198613551892
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,White,Beige,None reported,Yes,12500,302.0,5.0,8.0,False,Automatic,5.0,4.096910013008056
Bentley,Bentayga V8,2021,24500,Gasoline,White,White,None reported,Yes,165000,542.0,4.0,8.0,False,Automatic,8.0,5.217483944213907
Jeep,Gladiator Overland,2021,4100,Gasoline,Black,Black,None reported,Yes,55000,285.0,3.6,6.0,False,Automatic,,4.740362689494244
BMW,M2 CS,2020,9670,Gasoline,Blue,Black,None reported,Yes,103500,444.0,3.0,6.0,False,,,5.014940349792936
Dodge,Charger SE,2017,63250,Gasoline,Red,Black,None reported,Yes,18650,292.0,3.6,6.0,False,Automatic,,4.270678836144707
Lincoln,MKX Black Label,2017,69431,Gasoline,Silver,Black,None reported,Yes,26500,335.0,2.7,6.0,False,Automatic,6.0,4.423245873936808
Toyota,Tundra SR5,2015,108044,Gasoline,Black,–,None reported,Yes,31380,,5.7,8.0,False,Automatic,6.0,4.496652939250918
BMW,335 i,2008,98000,Gasoline,Black,Brown,None reported,Yes,13998,300.0,3.0,6.0,False,,,4.146065989177396
BMW,X1 xDrive28i,2019,52253,Gasoline,White,Black,None reported,Yes,34500,228.0,2.0,4.0,False,,,4.537819095073274
Ford,F-350 Platinum,2022,23850,Diesel,Silver,Black,None reported,Yes,99750,475.0,6.7,8.0,False,Automatic,10.0,4.998912904358786
Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,White,Gray,None reported,Yes,39500,188.0,3.0,6.0,False,Automatic,,4.596597095626461
Dodge,Challenger GT,2021,40000,Gasoline,Black,Black,None reported,Yes,32500,303.0,3.6,6.0,False,Automatic,,4.511883360978874
Audi,S4 3.0 Prestige,2012,38718,Gasoline,Black,Black,None reported,Yes,31000,333.0,3.0,6.0,False,Automatic,7.0,4.491361693834273
Toyota,Tacoma TRD Sport,2018,84184,Gasoline,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,35998,,3.5,,False,Automatic,,4.5562783726258385
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,Red,Black,None reported,Yes,56500,188.0,3.0,6.0,False,Automatic,7.0,4.752048447819439
INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,Black,Black,None reported,Yes,28900,400.0,3.0,6.0,False,,,4.460897842756548
Porsche,911 Carrera 4S,2002,119500,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,36995,320.0,3.6,6.0,False,Manual,6.0,4.568143031657702
Ford,Expedition Max Limited,2021,30918,Gasoline,White,Beige,None reported,Yes,51999,375.0,3.5,6.0,False,Automatic,10.0,4.715994991737532
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,Gray,Beige,None reported,Yes,92000,490.0,6.2,8.0,False,Automatic,8.0,4.963787827345556
Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,Blue,Black,None reported,Yes,27900,255.0,2.0,4.0,False,Automatic,,4.445604203273597
Jeep,Grand Cherokee Limited,2005,100500,Gasoline,Black,Gray,None reported,Yes,9998,325.0,5.7,8.0,False,Automatic,,3.9999131324165713
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,67000,707.0,6.2,8.0,False,Automatic,8.0,4.826074802700826
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,Black,Black,None reported,Yes,23450,241.0,2.0,4.0,False,Automatic,,4.370142847051102
Porsche,911 Carrera S,2020,28000,Gasoline,Gray,Black,None reported,Yes,134999,443.0,3.0,6.0,False,Automatic,8.0,5.130330551486929
Porsche,911 GT3,2022,1750,Gasoline,White,Black,None reported,Yes,275000,502.0,4.0,6.0,False,Automatic,7.0,5.439332693830263
Cadillac,DTS Luxury,2007,130000,Gasoline,Gold,Beige,At least 1 accident or damage reported,Yes,3499,275.0,4.6,8.0,False,Automatic,,3.5439439424829065
Maserati,Grecale Modena,2023,3721,Gasoline,White,Red,None reported,Yes,69645,,2.0,4.0,True,Automatic,8.0,4.842889942721856
Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,Black,Black,None reported,Yes,34500,449.0,4.7,8.0,False,Automatic,7.0,4.537819095073274
Chevrolet,Malibu 1LT,2017,54000,Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,16000,160.0,1.5,4.0,False,Automatic,,4.204119982655925
Nissan,Quest SL,2011,185000,Gasoline,White,Gray,At least 1 accident or damage reported,Yes,7500,260.0,3.5,6.0,False,Automatic,,3.8750612633917
Mercedes-Benz,SLK-Class SLK 250,2015,49000,Gasoline,Blue,Beige,None reported,Yes,23500,201.0,1.8,4.0,False,Automatic,7.0,4.371067862271737
GMC,Sierra 2500 Denali,2024,2043,Gasoline,White,Black,None reported,Yes,81500,401.0,6.6,8.0,False,Automatic,10.0,4.911157608739977
Lexus,RX 350 Base,2016,71750,Gasoline,Black,Brown,None reported,Yes,28000,295.0,3.5,6.0,False,Automatic,8.0,4.447158031342219
Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,Arctic White,Tension,None reported,,87500,,6.2,8.0,False,Automatic,8.0,4.942008053022313
BMW,330 i,2019,42200,Gasoline,White,Black,None reported,Yes,27500,255.0,2.0,4.0,False,Automatic,8.0,4.439332693830263
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,Gold,Beige,None reported,Yes,33500,255.0,2.0,4.0,False,Automatic,,4.525044807036846
Tesla,Model S 75D,2016,102260,,White,Black,None reported,Yes,31300,518.0,,,False,Automatic,1.0,4.495544337546448
Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,Silver Flare Metallic,Adrenaline Red,None reported,,80900,,6.2,8.0,False,Manual,8.0,4.907948521612273
Jaguar,XF 25t Prestige,2018,37777,Gasoline,Black,Black,None reported,Yes,32500,247.0,2.0,4.0,False,,,4.511883360978874
Ford,F-150 XLT,2021,35921,Gasoline,Antimatter Blue Metallic,Black,None reported,,42995,,2.7,6.0,True,Automatic,10.0,4.633417953284989
Ford,Bronco Outer Banks,2023,1800,Gasoline,Gray,Blue,,,54900,275.0,2.3,4.0,False,Automatic,10.0,4.7395723444500915
Scion,FR-S Monogram,2014,163019,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,8900,200.0,2.0,4.0,False,Manual,6.0,3.949390006644913
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,Blue,Beige,None reported,Yes,35500,255.0,2.0,4.0,False,Automatic,9.0,4.550228353055094
Chevrolet,Tahoe Premier,2019,48879,Gasoline,Silver Ice Metallic,Jet Black,None reported,,49573,,5.3,8.0,False,Automatic,,4.695245201818642
BMW,M3 Base,2002,117200,Gasoline,Black,Black,None reported,Yes,15000,333.0,3.2,6.0,False,Automatic,6.0,4.176091259055681
Ford,F-150 Lariat,2016,25000,E85 Flex Fuel,Gray,Black,None reported,Yes,65000,385.0,5.0,8.0,False,Automatic,6.0,4.812913356642856
BMW,i3 Base w/Range Extender,2014,74500,,White,Gray,None reported,Yes,11499,170.0,0.65,,False,Automatic,,4.060660073974015
INFINITI,G37 Journey,2013,33300,Gasoline,Gray,Black,None reported,Yes,21990,328.0,3.7,6.0,False,Automatic,,4.342225229360791
Ford,Expedition XLT,2007,123921,Gasoline,White,Beige,None reported,Yes,6900,300.0,5.4,8.0,False,Automatic,6.0,3.838849090737255
BMW,X3 sDrive30i,2021,12800,Gasoline,Blue,Blue,None reported,Yes,39990,248.0,2.0,4.0,False,Automatic,,4.601951404133522
Aston,Martin Vantage GT Base,2015,21100,Gasoline,Black,Black,None reported,Yes,80000,430.0,4.7,8.0,False,Manual,6.0,4.903089986991944
Chevrolet,Tahoe LT,2009,104733,E85 Flex Fuel,Black,Black,None reported,Yes,15000,320.0,5.3,8.0,False,Automatic,6.0,4.176091259055681
Ford,Transit-250 Base,2020,53000,Gasoline,White,Black,At least 1 accident or damage reported,Yes,38500,310.0,3.5,6.0,False,Automatic,,4.585460729508501
Lexus,ES 250 Base,2021,17570,Gasoline,Emin White,Black,None reported,,39998,,2.5,,False,Automatic,,4.602038276060981
RAM,1500 Rebel,2020,63875,Hybrid,Gray,Black,At least 1 accident or damage reported,Yes,41900,395.0,5.7,8.0,False,Automatic,8.0,4.622214022966295
Ford,Maverick XL,2023,12500,Hybrid,Silver,Black,None reported,Yes,29999,191.0,2.5,4.0,False,Automatic,,4.477106777995652
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,Black,Beige,None reported,Yes,10500,225.0,3.0,6.0,False,Manual,5.0,4.021189299069938
Chevrolet,Camaro 1SS,2022,7000,Gasoline,Blue,Black,None reported,Yes,50000,455.0,6.2,8.0,False,Manual,6.0,4.698970004336019
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,Blue,Black,None reported,Yes,92000,490.0,6.2,8.0,False,Automatic,8.0,4.963787827345556
Pontiac,Solstice GXP,2007,7800,Gasoline,Silver,Black,None reported,Yes,19000,260.0,2.0,4.0,False,Automatic,5.0,4.278753600952829
Cadillac,XTS Luxury,2017,69289,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,20997,304.0,3.6,6.0,False,Automatic,6.0,4.3221572482330775
Toyota,Highlander Limited,2011,106000,Gasoline,White,Gray,At least 1 accident or damage reported,Yes,16600,270.0,3.5,6.0,False,Automatic,5.0,4.220108088040055
Lincoln,Navigator Reserve,2020,68000,Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,55999,450.0,3.5,6.0,False,Automatic,10.0,4.7481802716783506
Toyota,Highlander Hybrid Limited Platinum,2019,13828,Hybrid,Blue,Black,None reported,Yes,43000,306.0,3.5,6.0,False,,,4.633468455579586
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,White,Black,None reported,Yes,26999,220.0,2.0,4.0,False,,,4.431347678880298
Jeep,Wrangler SE,2003,92000,Gasoline,Gold,Black,None reported,Yes,12500,150.0,2.4,4.0,False,Manual,,4.096910013008056
Toyota,Tacoma SR,2022,5020,Gasoline,Black,Gray,None reported,Yes,36500,278.0,3.5,6.0,False,Automatic,,4.562292864456475
Chevrolet,Trailblazer SS,2007,107800,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,15000,395.0,6.0,8.0,False,Automatic,,4.176091259055681
Audi,A5 2.0T Premium Plus,2019,23827,Gasoline,Gray,Black,None reported,Yes,34995,248.0,2.0,4.0,False,Automatic,7.0,4.544005997849434
Audi,A6 55 Premium,2020,25300,Hybrid,White,Beige,None reported,Yes,39900,335.0,3.0,6.0,False,Automatic,7.0,4.600972895686748
Mercedes-Benz,Sprinter 2500,2016,399000,Diesel,Silver,–,At least 1 accident or damage reported,Yes,24500,188.0,3.0,6.0,False,Automatic,5.0,4.389166084364533
Porsche,911 Carrera,2005,46200,Gasoline,Silver,Black,None reported,Yes,49999,325.0,3.6,6.0,False,Manual,6.0,4.698961318359521
Chevrolet,Corvette Stingray w/2LT,2022,3158,Gasoline,Red,Red,None reported,Yes,85989,490.0,6.2,8.0,False,Automatic,8.0,4.9344428983964965
GMC,Acadia SLE,2021,26000,Gasoline,White,Black,None reported,Yes,30900,228.0,2.0,4.0,False,Automatic,,4.489958479424835
Porsche,911 Carrera,2020,12758,Gasoline,Silver,Black,None reported,Yes,107900,379.0,3.0,6.0,False,Automatic,8.0,5.033021444682911
Chevrolet,Corvette Base,2007,123500,Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,27000,400.0,6.0,8.0,False,,,4.431363764158987
Ford,Mustang GT Premium,2018,26840,Gasoline,White,Black,None reported,Yes,42500,460.0,5.0,8.0,False,Manual,6.0,4.628388930050312
Ford,Edge SEL,2021,17836,Gasoline,Silver,Ebony,None reported,Yes,31933,,2.0,4.0,True,Automatic,8.0,4.504239720989899
Cadillac,Escalade Luxury,2012,114500,E85 Flex Fuel,Black,Black,None reported,Yes,16100,403.0,6.2,8.0,False,Automatic,,4.20682587603185
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,White,Black,None reported,Yes,89900,490.0,6.2,8.0,False,Automatic,8.0,4.953759691733229
Toyota,Corolla LE,2016,17500,Gasoline,Red,Gray,None reported,Yes,15100,132.0,1.8,4.0,False,Automatic,,4.17897694729317
Chevrolet,Express 2500 Work Van,2017,56000,Gasoline,Blue,–,None reported,Yes,44600,285.0,4.8,8.0,False,Automatic,,4.649334858712142
Chevrolet,Trax LS,2020,20800,Gasoline,Black,Beige,None reported,Yes,19000,138.0,1.4,4.0,False,Automatic,6.0,4.278753600952829
Volkswagen,Golf Auto TSI S,2015,107543,Gasoline,Black,Black,None reported,Yes,13200,170.0,1.8,4.0,False,,,4.12057393120585
Nissan,Pathfinder Silver,2012,206000,Gasoline,Black,Black,None reported,Yes,5000,266.0,4.0,6.0,False,,,3.6989700043360187
Ford,F-150 Platinum,2018,37100,E85 Flex Fuel,Black,Black,None reported,Yes,46000,395.0,5.0,8.0,False,Automatic,10.0,4.662757831681574
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813,Gasoline,Silver,Beige,None reported,Yes,51900,380.0,3.0,6.0,False,Automatic,8.0,4.715167357848458
Kia,Sportage LX,2010,208321,Gasoline,White,Beige,None reported,Yes,3500,173.0,2.7,6.0,False,Automatic,,3.5440680443502757
Lexus,LS 460 Base,2012,200000,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,9995,380.0,4.6,8.0,False,,,3.999782798454136
MINI,Cooper S Base,2012,66000,Gasoline,White,Black,None reported,Yes,10999,181.0,1.6,4.0,False,Automatic,6.0,4.041353202046975
Bentley,Bentayga Activity Edition,2018,41000,Gasoline,Gray,Gray,None reported,Yes,113000,600.0,6.0,12.0,False,Automatic,8.0,5.05307844348342
Volvo,XC60 T6 Inscription,2019,20623,Gasoline,Silver,Black,None reported,Yes,36800,330.0,2.0,4.0,False,Automatic,,4.565847818673518
Ford,Explorer Limited,2018,86000,Gasoline,Black,Black,None reported,Yes,26900,290.0,3.5,6.0,False,,,4.429752280002408
Porsche,Cayenne Turbo GT,2022,1766,Gasoline,Custom Color,Black,None reported,,209995,,4.0,,False,Automatic,,5.322208954266011
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354,Gasoline,Blue,Black,None reported,Yes,73000,416.0,4.0,8.0,False,Automatic,7.0,4.863322860120456
Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,Gray,Black,None reported,Yes,72980,470.0,6.4,8.0,False,,,4.863203859028629
Toyota,Avalon Hybrid XLE Premium,2015,161000,Hybrid,Blue,Gray,None reported,Yes,11500,200.0,2.5,4.0,False,,,4.060697840353612
Nissan,Juke SL,2012,74750,Gasoline,Black,Black,None reported,Yes,12500,188.0,1.6,4.0,False,,,4.096910013008056
Porsche,911 Carrera 4,2013,67522,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,59500,350.0,3.4,6.0,False,Automatic,7.0,4.77451696572855
MINI,Cooper S Base,2012,152000,Gasoline,White,Black,None reported,Yes,9000,181.0,1.6,4.0,False,Automatic,6.0,3.9542425094393248
Subaru,Ascent Touring 7-Passenger,2019,71273,Gasoline,Black,Brown,None reported,Yes,23900,260.0,2.4,4.0,False,,,4.378397900948138
Subaru,WRX STI Base,2017,37800,Gasoline,Blue,Black,None reported,Yes,32500,305.0,2.5,4.0,False,Manual,6.0,4.511883360978874
Land,Rover Range Rover Sport HSE,2019,42000,Gasoline,White,Black,None reported,Yes,48990,340.0,3.0,6.0,False,,,4.69010743945633
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101,Plug-In Hybrid,White,–,None reported,Yes,44990,261.0,1.6,4.0,False,Automatic,6.0,4.653115993165567
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,White,Red,None reported,Yes,92500,490.0,6.2,8.0,False,Automatic,8.0,4.9661417327390325
Tesla,Model 3 Performance,2020,45468,,Silver,White,None reported,Yes,45999,455.0,,,False,Automatic,1.0,4.662748390394562
Nissan,Armada SV,2017,187141,Gasoline,Black,Black,None reported,Yes,16995,390.0,5.6,8.0,False,Automatic,,4.230321168919079
Porsche,Cayenne Turbo S,2014,99100,Gasoline,White,Black,None reported,Yes,32000,550.0,4.8,8.0,False,Automatic,8.0,4.505149978319906
Subaru,Outback Touring XT,2021,33500,Gasoline,Blue,Brown,None reported,Yes,34000,260.0,2.4,4.0,False,,,4.531478917042255
Acura,RLX Advance Package,2016,102665,Gasoline,Black,Black,None reported,Yes,15450,310.0,3.5,6.0,False,Automatic,6.0,4.188928483760853
Ford,Mustang GT,2001,52675,Gasoline,Black,Black,None reported,Yes,16995,260.0,4.6,8.0,False,Manual,5.0,4.230321168919079
BMW,330 i xDrive,2017,59203,Gasoline,White,–,None reported,Yes,23000,248.0,2.0,4.0,False,Automatic,,4.361727836017593
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100,Gasoline,Black,Black,None reported,Yes,27000,382.0,5.5,8.0,False,Automatic,7.0,4.431363764158987
Audi,SQ8 4.0T Premium Plus,2021,43238,Gasoline,Black,Red,None reported,Yes,76400,500.0,4.0,8.0,False,,,4.88309335857569
MINI,Cooper S Base,2007,118000,Gasoline,Beige,Black,None reported,Yes,3600,172.0,1.6,4.0,False,Automatic,,3.5563025007672873
Ford,Mustang EcoBoost,2021,17300,Gasoline,Yellow,Black,None reported,Yes,31000,310.0,2.3,4.0,False,Automatic,10.0,4.491361693834273
Audi,RS 7 4.0T Prestige,2016,64800,Gasoline,White,Brown,None reported,Yes,50000,560.0,4.0,8.0,False,Automatic,8.0,4.698970004336019
Mercedes-Benz,GLC 300 GLC 300,2022,1408,Gasoline,Lunar Blue Metallic,–,None reported,,46798,,2.0,,True,Automatic,,4.670227293084296
Volkswagen,Touareg TDI Lux,2015,15167,Diesel,Gold,Black,None reported,Yes,35000,240.0,3.0,6.0,False,Automatic,8.0,4.544068044350276
Porsche,Cayenne GTS,2016,64600,Gasoline,White,Red,None reported,Yes,41000,440.0,3.6,6.0,False,Automatic,8.0,4.6127838567197355
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,Black,Black,None reported,Yes,83000,471.0,6.4,8.0,False,Automatic,8.0,4.919078092376074
Tesla,Model X 100D,2018,23250,,Gray,White,None reported,Yes,57000,518.0,,,False,Automatic,1.0,4.7558748556724915
MINI,Cooper S Base,2011,63500,Gasoline,Silver,Black,None reported,Yes,10500,181.0,1.6,4.0,False,Manual,6.0,4.021189299069938
RAM,1500 Laramie,2022,13464,Gasoline,Diamond Black,Black,None reported,,46999,,5.7,8.0,False,Automatic,8.0,4.6720886175292895
